node_id,baseline_status_85a5c9a,terminal_status_8546184,transition,classification
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_audit_summary_preserves_none,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_audit_summary_truncates_to_max_len,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_log_action_scrubs_details_phi,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_phi_redactor_bypass_returns_original,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_phi_redactor_empty_input_returns_empty,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_phi_redactor_fail_closed_on_disabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_phi_redactor_fail_closed_on_exception,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_phi_redactor_fail_closed_on_unavailable,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_safe_metadata_allows_known_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_safe_metadata_does_not_mutate_input,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_safe_metadata_handles_empty,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_safe_metadata_redacts_token_blobs_in_unknown_keys,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_3_live_path_redaction.py::test_safe_metadata_redacts_unknown_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_cloud_mode_boots_with_encryption_key_and_no_bypass,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_cloud_mode_refuses_boot_with_redaction_bypass,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_cloud_mode_refuses_boot_without_encryption_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_decrypt_handles_plaintext_fallback,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_decrypt_missing_historical_key_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_encounter_create_encrypts_admission_reason_and_doc_content,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_encrypt_decrypt_roundtrip_with_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_encrypt_empty_string_passes_through,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_encrypt_none_returns_none,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_encrypt_returns_plaintext_when_no_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_generate_key_helper,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_is_encrypted_value_detection,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_4_phi_at_rest_encryption.py::test_key_rotation_decrypts_old_and_new,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_best_effort_egress_allows_cross_region,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_external_llm_gate_runs_before_region_check,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_from_env_reads_region_and_egress_policy,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_invalid_egress_policy_falls_back_to_strict,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_invalid_region_falls_back_to_cn,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_known_provider_regions,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_off_egress_skips_region_check,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_operator_env_override,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_strict_egress_allows_same_region_cn_to_cn,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_strict_egress_allows_same_region_us_to_us,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_strict_egress_denies_cross_region_cn_to_us,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_to_dict_includes_new_fields,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_5_provider_egress_regional_residency.py::test_unknown_provider_defaults_us,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_clear_helper_is_defined_and_exported,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_clear_patient_context_events_emitted,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_embedded_assistant_page_declares_no_phi_in_parent_memory,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_every_localstorage_key_is_in_registry,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_logout_calls_clear_helper,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_6_browser_storage_audit.py::test_partner_reference_app_has_no_embedded_phi[partner-reference-app/public/index.html],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_emit_purge_audit_with_org_uses_tenant_owned,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_emit_purge_audit_without_org_uses_system,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_purge_audit_logs_deletes_old_rows,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_purge_audit_logs_dry_run_returns_count,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_purge_audit_logs_respects_org_scope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_retention_policy_defaults,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_retention_policy_invalid_env_falls_back,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_retention_policy_reads_env,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_retention_policy_zero_or_negative_falls_back,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_rotate_encrypted_columns_re_encrypts_with_new_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_rotate_encrypted_columns_refuses_when_disabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_rotate_encrypted_columns_signature,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_tenant_owned_system_audit_accepts_allowed_action,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_tenant_owned_system_audit_rejects_empty_org_id,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1a_gate4_7_retention_deletion_audit.py::test_tenant_owned_system_audit_rejects_non_allowlist_action,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_get_expert_404_unknown,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_list_experts_filters_by_origin,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_list_experts_rejects_invalid_alignment,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_list_experts_rejects_invalid_origin,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_list_experts_returns_200,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_api_registry_reconcile_returns_200,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_charter_amendment_1_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_charter_amendment_1_observation_session_evidence_files_exist,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_expert_corti_alignment_enum_values_complete,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_expert_origin_enum_values_complete,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_mcp_authorization_type_enum_values_complete,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_migration_022_expert_columns_present,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_migration_022_mcp_authorization_type_present,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_migration_022_origin_backfill_for_prebuilts,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_3_expert_registry.py::test_registry_reconcile_classifies_missing_entries_correctly,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_agent_type_enum_values_complete,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_alias_resolver_is_alias_predicate,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_alias_resolver_loads_aliases_json,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_alias_resolver_passes_through_unknown_keys,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_alias_resolver_resolves_legacy_to_canonical,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_agent_card_returns_404_on_unknown,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_agent_card_shape_matches_corti_public_contract,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_quick_create_rejects_empty_name,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_quick_create_rejects_missing_name,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_quick_create_returns_id_and_canonical_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_resolve_agent_404_on_unknown_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_api_resolve_agent_finds_quick_created_by_canonical_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_charter_amendment_1_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_clone_endpoint_accepts_canonical_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_migration_023_agent_columns_present,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_migration_023_backfill_canonical_key_for_existing_rows,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_migration_023_dual_name_backfill_correctness,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_4_agent_crud.py::test_resolve_endpoint_finds_legacy_underscore_alias,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_credentials_happy_path,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_duplicate_name_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_mcp_name_case_sensitive_and_trimmed,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_missing_credentials_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_missing_name_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_missing_token_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_text_and_non_auth_data_parts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_token_happy_path,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_type_case_insensitive,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_extractor_unknown_auth_type_left_in_remaining,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_mcp_auth_error_codes_registered,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_mcp_auth_error_factories_build_envelopes,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_memory_expert_constants_match_corti_public,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_memory_expert_empty_query_returns_empty,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_memory_expert_no_overlap_returns_empty,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_5_message_task_context.py::test_memory_expert_retrieval_is_lexical_only,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_bmi_categories,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_bmi_normal,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_bmi_rejects_non_positive,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_cockcroft_gault_age_warning,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_cockcroft_gault_female_multiplier,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_cockcroft_gault_male,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_cockcroft_gault_renal_warning,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_invalid_sex,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_calculator_unknown_raises_not_implemented,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_clinical_trials_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_clinical_trials_stub_empty_query,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_clinical_trials_stub_returns_empty_with_flag,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_pubmed_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_pubmed_stub_empty_query,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_6_external_experts.py::test_pubmed_stub_returns_empty_with_flag,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_coding_expert_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_coding_expert_delegate_surfaces_pack_output_verbatim,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_coding_expert_delegate_without_pack_output,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_coding_expert_runtime_mode_passthrough,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_drugbank_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_drugbank_stub_empty_query,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_drugbank_stub_no_llm_fallback_marker,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_drugbank_stub_returns_empty_with_flag,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_drugbank_all_conditions_met_permits,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_drugbank_licence_and_egress_then_region_check,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_drugbank_requires_licence,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_drugbank_with_licence_then_requires_egress,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_is_gated_helper,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_non_gated_expert_passes_through,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_posos_requires_licence,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_pubmed_egress_region_ok_permits,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_pubmed_requires_egress,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_web_search_dual_opt_in_permits,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_gate_web_search_requires_dual_opt_in,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_interviewing_branching_skip,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_interviewing_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_interviewing_linear_progression,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_interviewing_start_requires_questions,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_interviewing_transcript,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_posos_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_posos_stub_empty_query,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_posos_stub_returns_empty_with_flag,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_constants,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_default_policy_is_disabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_dual_opt_in_resolves_to_enabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_explicit_policy_wins,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_invalid_policy_raises,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_partial_opt_in_resolves_to_opt_in,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
